z,Time,ISM,Stars
0.0,0.0,1000000000000.0,686625.3593157897
0.001001001001001001,13796549.424785499,1000000001112.8505,202173.8094957798
0.002002002002002002,27558650.541414708,1000000001141.5161,176298.79882974076
0.003003003003003003,41286423.648279235,1000000001172.8917,173808.39446430383
0.004004004004004004,54979988.50416845,1000000001202.4999,171981.09590444813
0.005005005005005005,68639464.33124793,1000000001235.3077,170554.47196205377
0.006006006006006006,82264969.81798163,1000000001267.2322,169333.065841442
0.007007007007007007,95856623.12205017,1000000001297.8455,168342.98528338605
0.008008008008008008,109414541.87325759,1000000001329.9144,167475.2664715045
0.009009009009009009,122938843.17640264,1000000001360.01,166638.30994585244
0.01001001001001001,136429643.61414176,1000000001395.0938,165969.69536439434
0.011011011011011011,149887059.2498326,1000000001431.2822,165339.68654351242
0.012012012012012012,163311205.6303573,1000000001464.7546,164688.98037789558
0.013013013013013013,176702197.7889343,1000000001499.2819,164168.88469832714
0.014014014014014014,190060150.24789155,1000000001530.9043,163634.05157501478
0.015015015015015015,203385177.02146405,1000000001563.3196,163163.6469395518
0.016016016016016016,216677391.6185119,1000000001596.4653,162680.46818167594
0.017017017017017015,229936907.0452791,1000000001630.4059,162269.7510349615
0.018018018018018018,243163835.8081134,1000000001664.9435,161847.84342920058
0.01901901901901902,256358289.91614372,1000000001700.1678,161505.94099895767
0.02002002002002002,269520380.8839937,1000000001736.0397,161157.04450930818
0.02102102102102102,282650219.73441595,1000000001772.6735,160801.47367222508
0.022022022022022022,295747917.00096136,1000000001805.2501,160439.54819967685
0.023023023023023025,308813582.7306148,1000000001843.1577,160163.08334819274
0.024024024024024024,321847326.4863908,1000000001881.5972,159881.29801966
0.025025025025025023,334849257.3499494,1000000001915.9406,159502.17205206287
0.026026026026026026,347819483.9241711,1000000001955.6484,159307.94054891326
0.02702702702702703,360758114.33571833,1000000001990.7843,159013.95549040762
0.028028028028028028,373665256.2376045,1000000002026.4305,158715.3393337911
0.029029029029029027,386541016.8117006,1000000002062.451,158513.77898275596
0.03003003003003003,399385502.7712751,1000000002098.9365,158207.8439692553
0.031031031031031032,412198820.36348045,1000000002135.8881,158002.42182704093
0.03203203203203203,424981075.371845,1000000002173.1686,157793.50265512307
0.03303303303303303,437732373.11875415,1000000002205.6273,157478.16048590658
0.03403403403403403,450452818.4678781,1000000002238.3219,157263.3462644849
0.035035035035035036,463142515.8266419,1000000002271.3555,157047.7776326216
0.036036036036036036,475801569.1486285,1000000002310.2377,156939.4112959877
0.037037037037037035,488430081.9359892,1000000002349.5146,156719.10166502366
0.03803803803803804,501028157.24185467,1000000002389.3008,156498.16750660894
0.03903903903903904,513595897.6726898,1000000002423.7529,156274.23586844568
0.04004004004004004,526133405.39067787,1000000002464.338,156161.76795665457
0.04104104104104104,538640782.1160514,1000000002499.4047,155933.48496835542
0.04204204204204204,551118129.1294403,1000000002534.8615,155702.40432028967
0.043043043043043044,563565547.2741895,1000000002570.508,155585.25535539247
0.044044044044044044,575983136.9586581,1000000002606.5331,155350.13307816576
0.04504504504504504,588370998.1585175,1000000002642.7467,155232.1697568339
0.04604604604604605,600729230.419022,1000000002679.1445,155112.41296115445
0.04704704704704705,613057932.8572725,1000000002715.9034,154872.1749323513
0.04804804804804805,625357204.1644762,1000000002752.943,154751.7036902267
0.04904904904904905,637627142.6081587,1000000002790.1481,154629.4989197491
0.050050050050050046,649867846.0344107,1000000002827.6268,154507.83366322273
0.05105105105105105,662079411.8700778,1000000002865.5319,154261.64554441205
0.05205205205205205,674261937.1249487,1000000002903.6986,154137.15265512347
0.05305305305305305,686415518.3939652,1000000002942.0214,154011.00616547468
0.05405405405405406,698540251.8593469,1000000002980.6058,153885.4291627744
0.055055055055055056,710636233.2927828,1000000003019.4471,153758.22853271122
0.056056056056056056,722703558.0575454,1000000003058.5433,153631.60738059564
