z,Time,ISM,Stars
12.0,-30.581444387354573,1000000001082.9072,21660.799999999526
11.987987987987989,-30.538144468267753,1000000001082.9072,0.0
11.975975975975976,-30.49486456763814,1000000001082.9072,0.0
11.963963963963964,-30.45160469472926,1000000001082.9072,0.0
11.951951951951951,-30.408364858817485,1000000001082.9072,0.0
11.93993993993994,-30.36514506919213,1000000001082.9072,0.0
11.927927927927929,-30.32194533515541,1000000001082.9072,0.0
11.915915915915916,-30.278765666022498,1000000001082.9072,0.0
11.903903903903904,-30.235606071121587,1000000001082.9072,0.0
11.891891891891891,-30.19246655979387,1000000001082.9072,0.0
11.87987987987988,-30.149347141393605,1000000001082.9072,0.0
11.867867867867869,-30.106247825288122,1000000001082.9072,0.0
11.855855855855856,-30.063168620857855,1000000001082.9072,0.0
11.843843843843844,-30.020109537496424,1000000001082.9072,0.0
11.831831831831831,-29.977070584610573,1000000001082.9072,0.0
11.81981981981982,-29.934051771620283,1000000001082.9072,0.0
11.807807807807809,-29.891053107958772,1000000001082.9072,0.0
11.795795795795796,-29.848074603072494,1000000001082.9072,0.0
11.783783783783784,-29.805116266421244,1000000001082.9072,0.0
11.771771771771771,-29.76217810747812,1000000001082.9072,0.0
11.75975975975976,-29.71926013572959,1000000001082.9072,0.0
11.747747747747749,-29.676362360675515,1000000001082.9072,0.0
11.735735735735735,-29.633484791829165,1000000001082.9072,0.0
11.723723723723724,-29.5906274387173,1000000001082.9072,0.0
11.711711711711711,-29.547790310880124,1000000001082.9072,0.0
11.6996996996997,-29.5049734178714,1000000001082.9072,0.0
11.687687687687689,-29.462176769258424,1000000001082.9072,0.0
11.675675675675675,-29.419400374622064,1000000001082.9072,0.0
11.663663663663664,-29.376644243556832,1000000001082.9072,0.0
11.651651651651651,-29.333908385670856,1000000001082.9072,0.0
11.63963963963964,-29.291192810585983,1000000001082.9072,0.0
11.627627627627628,-29.248497527937733,1000000001082.9072,0.0
11.615615615615615,-29.205822547375394,1000000001082.9072,0.0
11.603603603603604,-29.163167878562028,1000000001082.9072,0.0
11.591591591591591,-29.120533531174505,1000000001082.9072,0.0
11.57957957957958,-29.077919514903545,1000000001082.9072,0.0
11.567567567567568,-29.03532583945374,1000000001082.9072,0.0
11.555555555555555,-28.992752514543586,1000000001082.9072,0.0
11.543543543543544,-28.95019954990554,1000000001082.9072,0.0
11.531531531531531,-28.90766695528602,1000000001082.9072,0.0
11.51951951951952,-28.865154740445465,1000000001082.9072,0.0
11.507507507507508,-28.822662915158347,1000000001082.9072,0.0
11.495495495495495,-28.78019148921321,1000000001082.9072,0.0
11.483483483483484,-28.73774047241274,1000000001082.9072,0.0
11.471471471471471,-28.695309874573727,1000000001082.9072,0.0
11.45945945945946,-28.652899705527183,1000000001082.9072,0.0
11.447447447447448,-28.61050997511831,1000000001082.9072,0.0
11.435435435435435,-28.568140693206537,1000000001082.9072,0.0
11.423423423423424,-28.525791869665625,1000000001082.9072,0.0
11.411411411411411,-28.4834635143836,1000000001082.9072,0.0
11.3993993993994,-28.441155637262888,1000000001082.9072,0.0
11.387387387387388,-28.398868248220268,1000000001082.9072,0.0
11.375375375375375,-28.356601357186936,1000000001082.9072,0.0
11.363363363363364,-28.314354974108575,1000000001082.9072,0.0
11.35135135135135,-28.27212910894533,1000000001082.9072,0.0
11.33933933933934,-28.229923771671892,1000000001082.9072,0.0
11.327327327327328,-28.187738972277494,1000000001082.9072,0.0
11.315315315315315,-28.145574720765982,1000000001082.9072,0.0
11.303303303303304,-28.103431027155835,1000000001082.9072,0.0
11.29129129129129,-28.061307901480184,1000000001082.9072,0.0
11.27927927927928,-28.019205353786887,1000000001082.9072,0.0
11.267267267267266,-27.977123394138516,1000000001082.9072,0.0
11.255255255255255,-27.93506203261245,1000000001082.9072,0.0
11.243243243243244,-27.893021279300847,1000000001082.9072,0.0
11.23123123123123,-27.851001144310736,1000000001082.9072,0.0
11.21921921921922,-27.809001637764034,1000000001082.9072,0.0
11.207207207207206,-27.767022769797563,1000000001082.9072,0.0
11.195195195195195,-27.72506455056311,1000000001082.9072,0.0
11.183183183183184,-27.68312699022747,1000000001082.9072,0.0
11.17117117117117,-27.641210098972444,1000000001082.9072,0.0
11.15915915915916,-27.599313886994928,1000000001082.9072,0.0
11.147147147147146,-27.55743836450691,1000000001082.9072,0.0
11.135135135135135,-27.51558354173553,1000000001082.9072,0.0
11.123123123123124,-27.473749428923103,1000000001082.9072,0.0
11.11111111111111,-27.43193603632716,1000000001082.9072,0.0
11.0990990990991,-27.3901433742205,1000000001082.9072,0.0
11.087087087087086,-27.348371452891204,1000000001082.9072,0.0
11.075075075075075,-27.3066202826427,1000000001082.9072,0.0
11.063063063063064,-27.264889873793777,1000000001082.9072,0.0
11.05105105105105,-27.22318023667862,1000000001082.9072,0.0
11.03903903903904,-27.181491381646897,1000000001082.9072,0.0
11.027027027027026,-27.139823319063723,1000000001082.9072,0.0
11.015015015015015,-27.098176059309765,1000000001082.9072,0.0
11.003003003003004,-27.05654961278124,1000000001082.9072,0.0
10.99099099099099,-27.01494398988996,1000000001082.9072,0.0
10.97897897897898,-26.973359201063406,1000000001082.9072,0.0
10.966966966966966,-26.931795256744707,1000000001082.9072,0.0
10.954954954954955,-26.890252167392735,1000000001082.9072,0.0
10.942942942942944,-26.848729943482105,1000000001082.9072,0.0
10.93093093093093,-26.80722859550324,1000000001082.9072,0.0
10.91891891891892,-26.76574813396241,1000000001082.9072,0.0
10.906906906906906,-26.72428856938174,1000000001082.9072,0.0
10.894894894894895,-26.682849912299297,1000000001082.9072,0.0
10.882882882882884,-26.641432173269088,1000000001082.9072,0.0
10.87087087087087,-26.600035362861135,1000000001082.9072,0.0
10.85885885885886,-26.558659491661487,1000000001082.9072,0.0
10.846846846846846,-26.517304570272273,1000000001082.9072,0.0
10.834834834834835,-26.475970609311762,1000000001082.9072,0.0
10.822822822822824,-26.434657619414367,1000000001082.9072,0.0
10.81081081081081,-26.393365611230696,1000000001082.9072,0.0
10.7987987987988,-26.35209459542763,1000000001082.9072,0.0
10.786786786786786,-26.310844582688294,1000000001082.9072,0.0
10.774774774774775,-26.269615583712188,1000000001082.9072,0.0
10.762762762762762,-26.228407609215143,1000000001082.9072,0.0
10.75075075075075,-26.18722066992942,1000000001082.9072,0.0
10.73873873873874,-26.146054776603723,1000000001082.9072,0.0
10.726726726726726,-26.104909940003242,1000000001082.9072,0.0
10.714714714714715,-26.06378617090973,1000000001082.9072,0.0
10.702702702702702,-26.02268348012149,1000000001082.9072,0.0
10.69069069069069,-25.981601878453468,1000000001082.9072,0.0
10.67867867867868,-25.940541376737265,1000000001082.9072,0.0
10.666666666666666,-25.89950198582118,1000000001082.9072,0.0
10.654654654654655,-25.858483716570277,1000000001082.9072,0.0
10.642642642642642,-25.8174865798664,1000000001082.9072,0.0
10.63063063063063,-25.776510586608254,1000000001082.9072,0.0
10.618618618618619,-25.735555747711388,1000000001082.9072,0.0
10.606606606606606,-25.694622074108295,1000000001082.9072,0.0
10.594594594594595,-25.65370957674844,1000000001082.9072,0.0
10.582582582582582,-25.612818266598275,1000000001082.9072,0.0
10.57057057057057,-25.571948154641348,1000000001082.9072,0.0
10.558558558558559,-25.531099251878263,1000000001082.9072,0.0
10.546546546546546,-25.490271569326787,1000000001082.9072,0.0
10.534534534534535,-25.44946511802189,1000000001082.9072,0.0
10.522522522522522,-25.40867990901574,1000000001082.9072,0.0
10.51051051051051,-25.36791595337782,1000000001082.9072,0.0
10.498498498498499,-25.32717326219492,1000000001082.9072,0.0
10.486486486486486,-25.286451846571183,1000000001082.9072,0.0
10.474474474474475,-25.24575171762819,1000000001082.9072,0.0
10.462462462462462,-25.20507288650497,1000000001082.9072,0.0
10.45045045045045,-25.164415364358064,1000000001082.9072,0.0
10.438438438438439,-25.12377916236155,1000000001082.9072,0.0
10.426426426426426,-25.08316429170712,1000000001082.9072,0.0
10.414414414414415,-25.042570763604097,1000000001082.9072,0.0
10.402402402402402,-25.001998589279495,1000000001082.9072,0.0
10.39039039039039,-24.961447779978073,1000000001082.9072,0.0
10.378378378378379,-24.920918346962367,1000000001082.9072,0.0
10.366366366366366,-24.880410301512732,1000000001082.9072,0.0
10.354354354354355,-24.839923654927425,1000000001082.9072,0.0
10.342342342342342,-24.799458418522605,1000000001082.9072,0.0
10.33033033033033,-24.759014603632416,1000000001082.9072,0.0
10.318318318318319,-24.718592221609008,1000000001082.9072,0.0
10.306306306306306,-24.678191283822613,1000000001082.9072,0.0
10.294294294294295,-24.63781180166157,1000000001082.9072,0.0
10.282282282282281,-24.597453786532373,1000000001082.9072,0.0
10.27027027027027,-24.55711724985975,1000000001082.9072,0.0
10.258258258258259,-24.516802203086677,1000000001082.9072,0.0
10.246246246246246,-24.476508657674422,1000000001082.9072,0.0
10.234234234234235,-24.436236625102644,1000000001082.9072,0.0
10.222222222222221,-24.395986116869373,1000000001082.9072,0.0
10.21021021021021,-24.35575714449114,1000000001082.9072,0.0
10.198198198198199,-24.31554971950293,1000000001082.9072,0.0
10.186186186186186,-24.27536385345831,1000000001082.9072,0.0
10.174174174174174,-24.235199557929466,1000000001082.9072,0.0
10.162162162162161,-24.1950568445072,1000000001082.9072,0.0
10.15015015015015,-24.154935724801064,1000000001082.9072,0.0
10.138138138138139,-24.114836210439325,1000000001082.9072,0.0
10.126126126126126,-24.074758313069072,1000000001082.9072,0.0
10.114114114114114,-24.034702044356266,1000000001082.9072,0.0
10.102102102102101,-23.99466741598575,1000000001082.9072,0.0
10.09009009009009,-23.954654439661343,1000000001082.9072,0.0
10.078078078078079,-23.914663127105868,1000000001082.9072,0.0
10.066066066066066,-23.874693490061198,1000000001082.9072,0.0
10.054054054054054,-23.834745540288345,1000000001082.9072,0.0
10.042042042042041,-23.794819289567464,1000000001082.9072,0.0
10.03003003003003,-23.754914749697946,1000000001082.9072,0.0
10.018018018018019,-23.715031932498427,1000000001082.9072,0.0
10.006006006006006,-23.675170849806882,1000000001082.9072,0.0
9.993993993993994,-23.635331513480665,1000000001082.9072,0.0
9.981981981981981,-23.595513935396532,1000000001082.9072,0.0
9.96996996996997,-23.555718127450763,1000000001082.9072,0.0
9.957957957957959,-23.515944101559136,1000000001082.9072,0.0
9.945945945945946,-23.47619186965702,1000000001082.9072,0.0
9.933933933933934,-23.436461443699443,1000000001082.9072,0.0
9.921921921921921,-23.396752835661108,1000000001082.9072,0.0
9.90990990990991,-23.35706605753649,1000000001082.9072,0.0
9.897897897897899,-23.317401121339845,1000000001082.9072,0.0
9.885885885885886,-23.2777580391053,1000000001082.9072,0.0
9.873873873873874,-23.238136822886904,1000000001082.9072,0.0
9.861861861861861,-23.198537484758646,1000000001082.9072,0.0
9.84984984984985,-23.158960036814566,1000000001082.9072,0.0
9.837837837837839,-23.11940449116877,1000000001082.9072,0.0
9.825825825825826,-23.07987085995549,1000000001082.9072,0.0
9.813813813813814,-23.04035915532917,1000000001082.9072,0.0
9.801801801801801,-23.000869389464484,1000000001082.9072,0.0
9.78978978978979,-22.96140157455641,1000000001082.9072,0.0
